Date/Time,THERMAL ZONE 1:Zone Air System Sensible Heating Rate [W](Hourly),THERMAL ZONE 1:Zone Air System Sensible Cooling Rate [W](Hourly),THERMAL ZONE 1:Zone Air Temperature [C](Hourly),THERMAL ZONE 1:Zone Air Relative Humidity [%](Hourly) 
 01/02  07:00:00,471.67029804457087,0.0,20.056318206237044,22.673551853793818 
 01/02  08:00:00,454.1878906548885,0.0,20.0,22.252642057895343 
 01/02  09:00:00,483.28957351811744,0.0,20.0,22.240477062292598 
 01/02  10:00:00,487.4202911212974,0.0,20.0,22.66891795740225 
 01/02  11:00:00,427.7050972861107,0.0,20.0,23.604655907928105 
 01/02  12:00:00,324.3390151768269,0.0,20.0,24.262630642479746 
 01/02  13:00:00,208.95126288829078,0.0,20.0,24.19429717776563 
 01/02  14:00:00,91.55621414358225,0.0,20.0,24.63751134261823 
 01/02  15:00:00,4.6990086459552005,0.0,20.27719673073064,25.330367969299786 
 01/02  16:00:00,0.0,0.0,21.483805354033514,24.6724093008519 
 01/02  17:00:00,0.0,0.0,22.461133778226905,23.672930481992775 
 01/02  18:00:00,0.0,0.0,22.914462007031382,22.829086158970092 
 01/02  19:00:00,0.0,0.0,22.89407565397073,22.393771076226933 
 01/02  20:00:00,0.0,0.0,22.409491761654817,22.628100428495788 
 01/02  21:00:00,0.0,0.0,21.702049468504082,22.853523189794526 
 01/02  22:00:00,0.0,0.0,20.956917734148437,23.20598616318526 
 01/02  23:00:00,0.0,0.0,20.139008402691275,24.059205458957532 
 01/02  24:00:00,0.0,0.0,19.30001485928237,25.51464922027438 
 01/03  01:00:00,0.0,0.0,18.563386087624863,26.92608433728776 
 01/03  02:00:00,0.0,0.0,17.90796698967557,28.059596521097227 
 01/03  03:00:00,0.0,0.0,17.2874154168356,28.701579458593375 
 01/03  04:00:00,0.0,0.0,16.678298304783034,29.311950500156133 
 01/03  05:00:00,0.0,0.0,16.08863517147384,29.79230667779238 
 01/03  06:00:00,6.178540047804363,0.0,15.64790863113043,31.060745446160638 
 01/03  07:00:00,38.44696802937765,0.0,15.600000000000003,30.730079115747333 
 01/03  08:00:00,79.28630172500121,0.0,15.600000000000003,29.71823423944382 
 01/03  09:00:00,116.85204573690085,0.0,15.6,29.750656116596666 
 01/03  10:00:00,123.87560124701626,0.0,15.600000000000003,30.735342006034482 
 01/03  11:00:00,81.59472860113397,0.0,15.6,32.02752732816697 
 01/03  12:00:00,11.80221407991107,0.0,15.701739356644305,32.85235654675746 
 01/03  13:00:00,0.0,0.0,16.941669127320417,31.598376458264987 
 01/03  14:00:00,0.0,0.0,18.852377204167578,28.649066533092668 
 01/03  15:00:00,0.0,0.0,20.72520888423474,24.4682717099153 
 01/03  16:00:00,0.0,0.0,22.34492474388737,21.21343969916034 
 01/03  17:00:00,0.0,0.0,23.725949487585037,19.11520019081363 
 01/03  18:00:00,0.0,0.0,24.782357660088756,17.97075861675224 
 01/03  19:00:00,0.0,0.0,25.250467766782286,17.275459378925497 
 01/03  20:00:00,0.0,0.0,25.07090047472969,17.414132437375685 
 01/03  21:00:00,0.0,0.0,24.521158415022718,18.0833306675918 
 01/03  22:00:00,0.0,0.0,23.882268299129304,18.7479626980055 
 01/03  23:00:00,0.0,0.0,23.118774366449703,19.27003531566056 
 01/03  24:00:00,0.0,0.0,22.054900873451253,20.72904229328841 
 01/04  01:00:00,0.0,0.0,21.015685352740928,21.721224767250174 
 01/04  02:00:00,0.0,0.0,20.12729360038039,22.582944054097016 
 01/04  03:00:00,0.0,0.0,19.142701165820107,22.6096333915584 
 01/04  04:00:00,0.0,0.0,18.363120901798233,23.293853014279726 
 01/04  05:00:00,0.0,0.0,17.619874998058453,24.55542353384576 
 01/04  06:00:00,0.0,0.0,16.909834536227446,25.47838367939668 
 01/04  07:00:00,352.44835994588715,0.0,20.04529766880767,21.218969351261254 
 01/04  08:00:00,359.55865088804796,0.0,20.0,21.514727700573037 
 01/04  09:00:00,401.72165972478876,0.0,20.0,22.020195975529496 
 01/04  10:00:00,417.3204662666212,0.0,20.0,23.104932211080175 
 01/04  11:00:00,387.3313366512895,0.0,20.0,23.989053268155462 
 01/04  12:00:00,296.9729643865956,0.0,20.0,25.803284962874194 
 01/04  13:00:00,167.26316931715434,0.0,20.0,26.456765184283405 
 01/04  14:00:00,39.69727677440278,0.0,20.03251993012998,25.278195324805807 
 01/04  15:00:00,0.0,0.0,21.00721786106435,22.8599196660376 
 01/04  16:00:00,0.0,0.0,22.17646629686643,21.241939001171044 
 01/04  17:00:00,0.0,0.0,23.082575640823208,19.633403886411458 
 01/04  18:00:00,0.0,0.0,23.716978525126656,20.098849194200753 
 01/04  19:00:00,0.0,0.0,23.780604299972982,24.701546972784428 
 01/04  20:00:00,0.0,0.0,23.372548244343935,29.877755868489054 
 01/04  21:00:00,0.0,0.0,22.703998056623895,32.15982111555043 
 01/04  22:00:00,0.0,0.0,21.93071151000171,33.115798914403356 
 01/04  23:00:00,0.0,0.0,21.190867339657828,34.969499333405665 
 01/04  24:00:00,0.0,0.0,20.481762096532485,37.10978004366733 
 01/05  01:00:00,0.0,0.0,19.87724606864332,40.90269914564842 
 01/05  02:00:00,0.0,0.0,19.229904956467216,46.80600680058549 
 01/05  03:00:00,0.0,0.0,18.563634987509058,54.18062723491512 
 01/05  04:00:00,0.0,0.0,18.052015842478934,60.603228237095436 
 01/05  05:00:00,0.0,0.0,17.55918165059764,65.52023055514448 
 01/05  06:00:00,0.0,0.0,17.056933758417628,67.55202912026813 
 01/05  07:00:00,326.99869060138064,0.0,20.039079212443497,56.73512465822654 
 01/05  08:00:00,312.0216126493692,0.0,20.0,58.175036813303755 
 01/05  09:00:00,335.6887719354032,0.0,20.0,59.419904438701124 
 01/05  10:00:00,355.37364064865176,0.0,20.0,59.65401076001399 
 01/05  11:00:00,337.89913463792465,0.0,20.0,59.93700120177167 
 01/05  12:00:00,255.6616588571506,0.0,20.0,59.41219071478 
 01/05  13:00:00,138.30280601304224,0.0,20.0,57.17643439769533 
 01/05  14:00:00,27.302280329329324,0.0,20.02114358091418,56.08734967953707 
 01/05  15:00:00,0.0,0.0,20.497079471871466,55.216128654078126 
 01/05  16:00:00,0.0,0.0,20.98147813383216,54.06731396282432 
 01/05  17:00:00,0.0,0.0,21.336530486754615,52.04172412958924 
 01/05  18:00:00,0.0,0.0,21.50043444663937,50.23633889540981 
 01/05  19:00:00,0.0,0.0,21.412727896847333,49.380176783172345 
 01/05  20:00:00,0.0,0.0,20.97984806072448,49.13119568217221 
 01/05  21:00:00,2.6920683655910826,0.0,20.25909835352338,49.80626388406568 
 01/05  22:00:00,43.604984313485645,0.0,20.0,49.06037058776904 
 01/05  23:00:00,0.0,0.0,18.75931637077581,51.97190759079175 
 01/05  24:00:00,0.0,0.0,17.87367254714286,53.717484308053386 
 01/06  01:00:00,0.0,0.0,17.16441521600571,54.31714064876887 
 01/06  02:00:00,0.0,0.0,16.508262564467802,54.302802612515826 
 01/06  03:00:00,0.742490007669241,0.0,15.851910403575147,54.96280434006739 
 01/06  04:00:00,27.850105977409623,0.0,15.600000000000128,54.9999407386313 
 01/06  05:00:00,72.3659015686299,0.0,15.600000000000003,54.575046000894545 
 01/06  06:00:00,118.1672279140616,0.0,15.600000000000003,54.129842692152735 
 01/06  07:00:00,616.5113904654485,0.0,20.043440945928033,40.68739439825977 
 01/06  08:00:00,609.4564752115957,0.0,20.0,40.501835975363804 
 01/06  09:00:00,619.9372982254262,0.0,20.0,40.02406221991949 
 01/06  10:00:00,621.182164212271,0.0,20.0,40.07434583951564 
 01/06  11:00:00,586.5715406384079,0.0,20.0,41.00150139165976 
 01/06  12:00:00,512.8246916882956,0.0,20.0,41.20852139661302 
 01/06  13:00:00,403.33583334319314,0.0,20.0,41.763961079809384 
 01/06  14:00:00,272.3569447499822,0.0,20.0,42.89297289672245 
 01/06  15:00:00,165.8619789241365,0.0,20.0,43.40838564904386 
 01/06  16:00:00,70.55772752380895,0.0,20.0,41.71720589654783 
 01/06  17:00:00,5.0466656325867,0.0,20.139757069746242,39.31152198648375 
 01/06  18:00:00,0.0,0.0,20.852498962912033,36.95142944043529 
 01/06  19:00:00,0.0,0.0,21.225562497121306,35.84595985708023 
 01/06  20:00:00,0.0,0.0,21.053233627601298,36.70954214230072 
 01/06  21:00:00,0.08620670129817681,0.0,20.41458899512808,38.9963839637065 
 01/06  22:00:00,40.84277306936683,0.0,20.000000000634024,40.45540910068109 
 01/06  23:00:00,0.0,0.0,18.624604713042128,43.69924868612244 
 01/06  24:00:00,0.0,0.0,17.518960113496526,46.181352604118544 
 01/07  01:00:00,0.0,0.0,16.6453268893663,48.09609794402793 
 01/07  02:00:00,3.686990873608246,0.0,15.824886122769588,48.98993775408751 
 01/07  03:00:00,46.443143593719014,0.0,15.6,47.08655501308705 
 01/07  04:00:00,96.21414668551355,0.0,15.6,44.70630088165247 
 01/07  05:00:00,149.8430219864496,0.0,15.600000000000003,43.33960023608677 
 01/07  06:00:00,204.33802875918406,0.0,15.600000000000003,42.105738710390995 
 01/07  07:00:00,718.6299986079405,0.0,20.01271435381259,31.089606524496467 
 01/07  08:00:00,718.86445249394,0.0,20.0,30.43192597930165 
 01/07  09:00:00,733.8089659787872,0.0,20.0,30.0755312362896 
 01/07  10:00:00,732.0097433214285,0.0,20.0,31.571837355724757 
 01/07  11:00:00,669.9869228015828,0.0,20.0,35.6908355616123 
 01/07  12:00:00,530.6911239355246,0.0,20.0,37.487994620676076 
 01/07  13:00:00,362.85192485792925,0.0,20.0,38.04371690076321 
 01/07  14:00:00,215.17083911168862,0.0,20.0,40.14678923757144 
 01/07  15:00:00,81.8361540166798,0.0,20.0,39.52700063604768 
 01/07  16:00:00,2.7540170399225645,0.0,20.26647130472004,35.41776045444185 
 01/07  17:00:00,0.0,0.0,21.29001272279293,29.763615328635307 
 01/07  18:00:00,0.0,0.0,22.221212913826967,24.89956131918412 
 01/07  19:00:00,0.0,0.0,22.622873404577515,21.506918717051047 
 01/07  20:00:00,0.0,0.0,22.423853851499086,21.98360797316457 
 01/07  21:00:00,0.0,0.0,21.78054890044333,25.1155899332689 
 01/07  22:00:00,0.0,0.0,20.85153789410905,27.86864401283477 
 01/07  23:00:00,0.0,0.0,19.833333152614237,30.741003350375486 
 01/07  24:00:00,0.0,0.0,18.853426387619812,34.789069083234715 
